Time    S       E       I_NS    I_Sy    I_Sev   I_Crit  R       D      
23.9583 331.0000 3386.0000 3403.0000 1748.0000 558.0000 202.0000 215.0000 157.0000
24.0000 331.0000 3388.0000 3406.0000 1744.0000 556.0000 202.0000 214.0000 159.0000
24.0417 330.0000 3380.0000 3402.0000 1752.0000 548.0000 202.0000 224.0000 162.0000
24.0833 330.0000 3386.0000 3407.0000 1749.0000 551.0000 202.0000 212.0000 163.0000
24.1250 330.0000 3369.0000 3408.0000 1750.0000 545.0000 205.0000 229.0000 164.0000
24.1667 330.0000 3365.0000 3409.0000 1750.0000 548.0000 205.0000 228.0000 165.0000
24.2083 330.0000 3359.0000 3398.0000 1756.0000 547.0000 205.0000 240.0000 165.0000
24.2500 328.0000 3359.0000 3395.0000 1759.0000 552.0000 206.0000 235.0000 166.0000
24.2917 327.0000 3346.0000 3400.0000 1754.0000 551.0000 206.0000 248.0000 168.0000
24.3333 327.0000 3342.0000 3409.0000 1756.0000 547.0000 205.0000 246.0000 168.0000
24.3750 325.0000 3333.0000 3417.0000 1753.0000 547.0000 204.0000 253.0000 168.0000
24.4167 324.0000 3326.0000 3402.0000 1758.0000 547.0000 205.0000 270.0000 168.0000
24.4583 321.0000 3327.0000 3390.0000 1753.0000 553.0000 201.0000 284.0000 171.0000
24.5000 320.0000 3322.0000 3393.0000 1756.0000 549.0000 207.0000 282.0000 171.0000
24.5417 320.0000 3318.0000 3393.0000 1762.0000 550.0000 209.0000 277.0000 171.0000
24.5833 320.0000 3311.0000 3402.0000 1762.0000 551.0000 210.0000 272.0000 172.0000
24.6250 320.0000 3301.0000 3398.0000 1772.0000 546.0000 211.0000 279.0000 173.0000
24.6667 320.0000 3309.0000 3394.0000 1772.0000 543.0000 212.0000 276.0000 174.0000
24.7083 320.0000 3323.0000 3387.0000 1778.0000 542.0000 216.0000 259.0000 175.0000
24.7500 319.0000 3356.0000 3380.0000 1780.0000 548.0000 216.0000 225.0000 176.0000
24.7917 319.0000 3358.0000 3385.0000 1785.0000 551.0000 217.0000 209.0000 176.0000
24.8333 319.0000 3348.0000 3376.0000 1784.0000 547.0000 219.0000 228.0000 179.0000
24.8750 318.0000 3343.0000 3376.0000 1785.0000 549.0000 222.0000 227.0000 180.0000
24.9167 318.0000 3336.0000 3381.0000 1790.0000 550.0000 224.0000 220.0000 181.0000
24.9583 318.0000 3331.0000 3394.0000 1788.0000 547.0000 225.0000 215.0000 182.0000
25.0000 318.0000 3331.0000 3389.0000 1790.0000 547.0000 226.0000 216.0000 183.0000
25.0417 318.0000 3330.0000 3384.0000 1783.0000 554.0000 224.0000 223.0000 184.0000
25.0833 318.0000 3324.0000 3378.0000 1783.0000 557.0000 226.0000 229.0000 185.0000
25.1250 318.0000 3320.0000 3378.0000 1780.0000 557.0000 226.0000 234.0000 187.0000
25.1667 318.0000 3323.0000 3366.0000 1784.0000 561.0000 226.0000 234.0000 188.0000
25.2083 317.0000 3315.0000 3366.0000 1779.0000 565.0000 225.0000 245.0000 188.0000
25.2500 317.0000 3310.0000 3375.0000 1777.0000 569.0000 223.0000 241.0000 188.0000
25.2917 317.0000 3299.0000 3377.0000 1780.0000 567.0000 222.0000 248.0000 190.0000
25.3333 315.0000 3300.0000 3378.0000 1779.0000 567.0000 218.0000 252.0000 191.0000
25.3750 314.0000 3305.0000 3361.0000 1781.0000 567.0000 218.0000 262.0000 192.0000
25.4167 314.0000 3304.0000 3368.0000 1770.0000 570.0000 222.0000 260.0000 192.0000
25.4583 312.0000 3300.0000 3362.0000 1772.0000 569.0000 223.0000 269.0000 193.0000
25.5000 307.0000 3306.0000 3352.0000 1766.0000 575.0000 223.0000 276.0000 195.0000
25.5417 307.0000 3312.0000 3355.0000 1760.0000 578.0000 221.0000 272.0000 195.0000
25.5833 306.0000 3322.0000 3338.0000 1760.0000 578.0000 228.0000 273.0000 195.0000
25.6250 306.0000 3309.0000 3346.0000 1765.0000 579.0000 228.0000 270.0000 197.0000
25.6667 306.0000 3317.0000 3332.0000 1767.0000 587.0000 228.0000 264.0000 199.0000
25.7083 306.0000 3326.0000 3332.0000 1756.0000 591.0000 229.0000 261.0000 199.0000
25.7500 306.0000 3345.0000 3324.0000 1758.0000 591.0000 230.0000 247.0000 199.0000
25.7917 306.0000 3358.0000 3319.0000 1760.0000 591.0000 235.0000 231.0000 200.0000
25.8333 306.0000 3348.0000 3327.0000 1751.0000 598.0000 234.0000 235.0000 201.0000
25.8750 306.0000 3360.0000 3314.0000 1752.0000 601.0000 234.0000 231.0000 202.0000
25.9167 306.0000 3359.0000 3311.0000 1746.0000 605.0000 230.0000 241.0000 202.0000
25.9583 306.0000 3375.0000 3296.0000 1754.0000 608.0000 229.0000 229.0000 203.0000
26.0000 306.0000 3368.0000 3302.0000 1750.0000 611.0000 228.0000 231.0000 204.0000
26.0417 306.0000 3361.0000 3297.0000 1758.0000 605.0000 232.0000 236.0000 205.0000
26.0833 306.0000 3361.0000 3295.0000 1763.0000 605.0000 231.0000 232.0000 207.0000
26.1250 306.0000 3359.0000 3290.0000 1767.0000 606.0000 229.0000 232.0000 211.0000
26.1667 306.0000 3361.0000 3281.0000 1769.0000 604.0000 230.0000 237.0000 212.0000
26.2083 306.0000 3351.0000 3281.0000 1775.0000 607.0000 228.0000 237.0000 215.0000
26.2500 306.0000 3338.0000 3287.0000 1775.0000 604.0000 227.0000 247.0000 216.0000
26.2917 306.0000 3332.0000 3290.0000 1770.0000 612.0000 230.0000 244.0000 216.0000
26.3333 306.0000 3336.0000 3271.0000 1766.0000 609.0000 234.0000 261.0000 217.0000
26.3750 306.0000 3325.0000 3273.0000 1768.0000 609.0000 234.0000 266.0000 219.0000
26.4167 306.0000 3307.0000 3284.0000 1767.0000 602.0000 237.0000 278.0000 219.0000
26.4583 305.0000 3299.0000 3275.0000 1782.0000 602.0000 238.0000 278.0000 221.0000
26.5000 304.0000 3285.0000 3266.0000 1777.0000 597.0000 245.0000 305.0000 221.0000
26.5417 304.0000 3290.0000 3260.0000 1774.0000 597.0000 249.0000 304.0000 222.0000
26.5833 304.0000 3290.0000 3263.0000 1776.0000 597.0000 248.0000 298.0000 224.0000
26.6250 304.0000 3286.0000 3262.0000 1779.0000 601.0000 249.0000 294.0000 225.0000
26.6667 304.0000 3306.0000 3248.0000 1788.0000 598.0000 255.0000 276.0000 225.0000
26.7083 304.0000 3311.0000 3243.0000 1786.0000 596.0000 256.0000 278.0000 226.0000
26.7500 302.0000 3336.0000 3252.0000 1774.0000 594.0000 258.0000 256.0000 228.0000
26.7917 301.0000 3335.0000 3267.0000 1767.0000 592.0000 260.0000 248.0000 230.0000
26.8333 301.0000 3337.0000 3261.0000 1773.0000 593.0000 258.0000 244.0000 233.0000
26.8750 301.0000 3335.0000 3257.0000 1768.0000 598.0000 257.0000 250.0000 234.0000
26.9167 301.0000 3340.0000 3252.0000 1777.0000 598.0000 258.0000 239.0000 235.0000
26.9583 301.0000 3341.0000 3255.0000 1783.0000 597.0000 257.0000 230.0000 236.0000
27.0000 301.0000 3328.0000 3265.0000 1779.0000 605.0000 254.0000 231.0000 237.0000
27.0417 300.0000 3317.0000 3280.0000 1774.0000 601.0000 254.0000 234.0000 240.0000
27.0833 300.0000 3308.0000 3281.0000 1780.0000 594.0000 257.0000 240.0000 240.0000
27.1250 299.0000 3309.0000 3289.0000 1778.0000 593.0000 257.0000 234.0000 241.0000
27.1667 299.0000 3297.0000 3294.0000 1772.0000 595.0000 255.0000 244.0000 244.0000
27.2083 299.0000 3298.0000 3284.0000 1775.0000 598.0000 257.0000 242.0000 247.0000
27.2500 298.0000 3291.0000 3288.0000 1771.0000 600.0000 257.0000 246.0000 249.0000
27.2917 297.0000 3288.0000 3292.0000 1759.0000 602.0000 259.0000 254.0000 249.0000
27.3333 295.0000 3277.0000 3297.0000 1755.0000 602.0000 261.0000 264.0000 249.0000
27.3750 295.0000 3269.0000 3294.0000 1761.0000 598.0000 261.0000 270.0000 252.0000
27.4167 294.0000 3265.0000 3310.0000 1753.0000 604.0000 261.0000 260.0000 253.0000
27.4583 294.0000 3252.0000 3308.0000 1752.0000 608.0000 259.0000 273.0000 254.0000
27.5000 292.0000 3247.0000 3311.0000 1754.0000 603.0000 263.0000 276.0000 254.0000
27.5417 292.0000 3239.0000 3314.0000 1756.0000 607.0000 260.0000 275.0000 257.0000
27.5833 292.0000 3232.0000 3310.0000 1765.0000 602.0000 258.0000 282.0000 259.0000
27.6250 292.0000 3219.0000 3321.0000 1762.0000 604.0000 257.0000 284.0000 261.0000
27.6667 292.0000 3240.0000 3314.0000 1765.0000 603.0000 257.0000 266.0000 263.0000
27.7083 292.0000 3243.0000 3322.0000 1758.0000 607.0000 253.0000 259.0000 266.0000
27.7500 292.0000 3253.0000 3318.0000 1754.0000 612.0000 255.0000 250.0000 266.0000
27.7917 292.0000 3252.0000 3311.0000 1752.0000 616.0000 256.0000 253.0000 268.0000
27.8333 291.0000 3257.0000 3310.0000 1759.0000 617.0000 255.0000 242.0000 269.0000
27.8750 291.0000 3255.0000 3301.0000 1763.0000 621.0000 255.0000 244.0000 270.0000
27.9167 290.0000 3246.0000 3300.0000 1770.0000 619.0000 259.0000 246.0000 270.0000
27.9583 290.0000 3244.0000 3301.0000 1770.0000 616.0000 264.0000 244.0000 271.0000
28.0000 290.0000 3245.0000 3282.0000 1785.0000 618.0000 263.0000 244.0000 273.0000
28.0417 290.0000 3240.0000 3281.0000 1786.0000 619.0000 262.0000 245.0000 277.0000
28.0833 289.0000 3233.0000 3279.0000 1782.0000 619.0000 263.0000 257.0000 278.0000
28.1250 289.0000 3234.0000 3273.0000 1783.0000 619.0000 264.0000 260.0000 278.0000
28.1667 289.0000 3234.0000 3270.0000 1779.0000 622.0000 264.0000 263.0000 279.0000
28.2083 289.0000 3230.0000 3275.0000 1785.0000 621.0000 264.0000 255.0000 281.0000
28.2500 289.0000 3220.0000 3282.0000 1776.0000 627.0000 262.0000 260.0000 284.0000
28.2917 288.0000 3222.0000 3275.0000 1775.0000 624.0000 264.0000 267.0000 285.0000
28.3333 288.0000 3218.0000 3281.0000 1770.0000 625.0000 265.0000 266.0000 287.0000
28.3750 288.0000 3207.0000 3272.0000 1777.0000 626.0000 265.0000 276.0000 289.0000
28.4167 288.0000 3190.0000 3283.0000 1775.0000 619.0000 267.0000 288.0000 290.0000
28.4583 288.0000 3188.0000 3286.0000 1770.0000 623.0000 272.0000 282.0000 291.0000
28.5000 287.0000 3173.0000 3299.0000 1772.0000 627.0000 270.0000 280.0000 292.0000
28.5417 287.0000 3173.0000 3300.0000 1771.0000 630.0000 270.0000 276.0000 293.0000
28.5833 287.0000 3167.0000 3305.0000 1781.0000 625.0000 271.0000 270.0000 294.0000
28.6250 287.0000 3151.0000 3301.0000 1781.0000 629.0000 272.0000 284.0000 295.0000
28.6667 287.0000 3161.0000 3298.0000 1782.0000 630.0000 272.0000 273.0000 297.0000
28.7083 287.0000 3173.0000 3286.0000 1786.0000 634.0000 274.0000 261.0000 299.0000
28.7500 287.0000 3194.0000 3268.0000 1790.0000 634.0000 277.0000 250.0000 300.0000
28.7917 287.0000 3190.0000 3277.0000 1792.0000 635.0000 274.0000 241.0000 304.0000
28.8333 287.0000 3182.0000 3285.0000 1788.0000 637.0000 274.0000 243.0000 304.0000
28.8750 287.0000 3186.0000 3282.0000 1785.0000 639.0000 276.0000 239.0000 306.0000
28.9167 287.0000 3188.0000 3276.0000 1787.0000 644.0000 276.0000 235.0000 307.0000
28.9583 287.0000 3192.0000 3275.0000 1785.0000 646.0000 276.0000 229.0000 310.0000
29.0000 287.0000 3186.0000 3276.0000 1786.0000 649.0000 277.0000 229.0000 310.0000
29.0417 286.0000 3186.0000 3274.0000 1781.0000 652.0000 274.0000 234.0000 313.0000
29.0833 286.0000 3182.0000 3273.0000 1775.0000 658.0000 276.0000 237.0000 313.0000
29.1250 286.0000 3169.0000 3275.0000 1775.0000 661.0000 274.0000 247.0000 313.0000
29.1667 286.0000 3164.0000 3285.0000 1770.0000 660.0000 275.0000 246.0000 314.0000
29.2083 285.0000 3155.0000 3298.0000 1764.0000 663.0000 272.0000 247.0000 316.0000
29.2500 285.0000 3152.0000 3291.0000 1753.0000 673.0000 274.0000 256.0000 316.0000
29.2917 285.0000 3154.0000 3292.0000 1759.0000 670.0000 276.0000 247.0000 317.0000
29.3333 285.0000 3134.0000 3291.0000 1758.0000 671.0000 278.0000 265.0000 318.0000
29.3750 284.0000 3123.0000 3276.0000 1760.0000 676.0000 276.0000 286.0000 319.0000
29.4167 284.0000 3120.0000 3264.0000 1763.0000 668.0000 283.0000 299.0000 319.0000
29.4583 283.0000 3125.0000 3265.0000 1753.0000 668.0000 282.0000 302.0000 322.0000
29.5000 282.0000 3120.0000 3270.0000 1753.0000 665.0000 283.0000 305.0000 322.0000
29.5417 282.0000 3116.0000 3270.0000 1752.0000 662.0000 285.0000 311.0000 322.0000
29.5833 282.0000 3107.0000 3277.0000 1753.0000 662.0000 282.0000 313.0000 324.0000
29.6250 282.0000 3107.0000 3276.0000 1756.0000 660.0000 285.0000 309.0000 325.0000
29.6667 282.0000 3129.0000 3261.0000 1760.0000 665.0000 286.0000 291.0000 326.0000
29.7083 280.0000 3135.0000 3261.0000 1764.0000 666.0000 286.0000 281.0000 327.0000
29.7500 278.0000 3147.0000 3265.0000 1756.0000 664.0000 284.0000 276.0000 330.0000
29.7917 277.0000 3169.0000 3266.0000 1745.0000 670.0000 283.0000 258.0000 332.0000
29.8333 277.0000 3169.0000 3266.0000 1747.0000 666.0000 280.0000 261.0000 334.0000
29.8750 277.0000 3182.0000 3255.0000 1758.0000 665.0000 280.0000 248.0000 335.0000
29.9167 277.0000 3189.0000 3253.0000 1763.0000 663.0000 279.0000 238.0000 338.0000
29.9583 277.0000 3190.0000 3245.0000 1770.0000 665.0000 279.0000 233.0000 341.0000
30.0000 277.0000 3196.0000 3231.0000 1765.0000 661.0000 280.0000 247.0000 343.0000
30.0417 277.0000 3216.0000 3197.0000 1772.0000 662.0000 281.0000 250.0000 345.0000
30.0833 277.0000 3235.0000 3172.0000 1783.0000 660.0000 281.0000 245.0000 347.0000
30.1250 277.0000 3232.0000 3170.0000 1797.0000 654.0000 285.0000 238.0000 347.0000
30.1667 277.0000 3230.0000 3167.0000 1788.0000 657.0000 286.0000 248.0000 347.0000
30.2083 276.0000 3227.0000 3160.0000 1786.0000 652.0000 286.0000 266.0000 347.0000
30.2500 275.0000 3238.0000 3152.0000 1786.0000 655.0000 285.0000 261.0000 348.0000
30.2917 275.0000 3231.0000 3150.0000 1787.0000 653.0000 283.0000 271.0000 350.0000
30.3333 275.0000 3228.0000 3145.0000 1786.0000 655.0000 283.0000 276.0000 352.0000
30.3750 275.0000 3222.0000 3139.0000 1783.0000 660.0000 281.0000 287.0000 353.0000
30.4167 274.0000 3221.0000 3131.0000 1787.0000 656.0000 283.0000 294.0000 354.0000
30.4583 274.0000 3208.0000 3147.0000 1791.0000 656.0000 283.0000 286.0000 355.0000
30.5000 273.0000 3199.0000 3137.0000 1799.0000 655.0000 288.0000 294.0000 355.0000
30.5417 272.0000 3196.0000 3133.0000 1798.0000 663.0000 287.0000 295.0000 356.0000
30.5833 270.0000 3186.0000 3133.0000 1799.0000 660.0000 293.0000 303.0000 356.0000
30.6250 269.0000 3180.0000 3135.0000 1791.0000 666.0000 294.0000 309.0000 356.0000
30.6667 268.0000 3190.0000 3130.0000 1783.0000 678.0000 290.0000 301.0000 360.0000
30.7083 268.0000 3203.0000 3124.0000 1785.0000 681.0000 289.0000 289.0000 361.0000
30.7500 268.0000 3215.0000 3134.0000 1784.0000 685.0000 292.0000 261.0000 361.0000
30.7917 268.0000 3223.0000 3131.0000 1781.0000 692.0000 290.0000 252.0000 363.0000
30.8333 268.0000 3225.0000 3104.0000 1782.0000 697.0000 290.0000 271.0000 363.0000
30.8750 268.0000 3233.0000 3113.0000 1786.0000 696.0000 288.0000 250.0000 366.0000
30.9167 268.0000 3223.0000 3122.0000 1781.0000 695.0000 290.0000 253.0000 368.0000
30.9583 268.0000 3228.0000 3103.0000 1791.0000 696.0000 292.0000 254.0000 368.0000
31.0000 268.0000 3230.0000 3098.0000 1792.0000 696.0000 293.0000 255.0000 368.0000
31.0417 268.0000 3212.0000 3105.0000 1795.0000 696.0000 297.0000 259.0000 368.0000
31.0833 268.0000 3206.0000 3113.0000 1784.0000 703.0000 298.0000 259.0000 369.0000
31.1250 268.0000 3208.0000 3111.0000 1784.0000 704.0000 301.0000 255.0000 369.0000
31.1667 268.0000 3201.0000 3107.0000 1786.0000 704.0000 300.0000 262.0000 372.0000
31.2083 268.0000 3197.0000 3112.0000 1781.0000 701.0000 300.0000 267.0000 374.0000
31.2500 268.0000 3181.0000 3110.0000 1780.0000 703.0000 301.0000 281.0000 376.0000
31.2917 268.0000 3181.0000 3113.0000 1782.0000 707.0000 302.0000 269.0000 378.0000
31.3333 268.0000 3162.0000 3117.0000 1791.0000 699.0000 304.0000 278.0000 381.0000
31.3750 268.0000 3154.0000 3123.0000 1796.0000 695.0000 305.0000 276.0000 383.0000
31.4167 268.0000 3147.0000 3118.0000 1808.0000 693.0000 306.0000 275.0000 385.0000
31.4583 268.0000 3133.0000 3120.0000 1813.0000 690.0000 307.0000 282.0000 387.0000
31.5000 268.0000 3109.0000 3125.0000 1808.0000 690.0000 305.0000 304.0000 391.0000
31.5417 268.0000 3115.0000 3129.0000 1800.0000 690.0000 304.0000 302.0000 392.0000
31.5833 267.0000 3127.0000 3108.0000 1802.0000 689.0000 302.0000 311.0000 394.0000
31.6250 267.0000 3135.0000 3101.0000 1807.0000 679.0000 304.0000 313.0000 394.0000
31.6667 267.0000 3144.0000 3104.0000 1801.0000 671.0000 308.0000 310.0000 395.0000
31.7083 267.0000 3157.0000 3111.0000 1797.0000 665.0000 314.0000 293.0000 396.0000
31.7500 267.0000 3174.0000 3098.0000 1797.0000 663.0000 314.0000 290.0000 397.0000
31.7917 267.0000 3187.0000 3098.0000 1792.0000 665.0000 315.0000 278.0000 398.0000
31.8333 267.0000 3181.0000 3096.0000 1786.0000 670.0000 316.0000 283.0000 401.0000
31.8750 267.0000 3188.0000 3101.0000 1788.0000 672.0000 317.0000 265.0000 402.0000
31.9167 267.0000 3192.0000 3102.0000 1782.0000 672.0000 319.0000 262.0000 404.0000
31.9583 267.0000 3200.0000 3087.0000 1788.0000 668.0000 323.0000 262.0000 405.0000
32.0000 267.0000 3197.0000 3092.0000 1785.0000 671.0000 326.0000 256.0000 406.0000
32.0417 267.0000 3193.0000 3094.0000 1783.0000 675.0000 322.0000 257.0000 409.0000
32.0833 266.0000 3182.0000 3097.0000 1789.0000 670.0000 322.0000 263.0000 411.0000
32.1250 266.0000 3178.0000 3091.0000 1788.0000 669.0000 321.0000 275.0000 412.0000
32.1667 266.0000 3184.0000 3085.0000 1788.0000 678.0000 318.0000 266.0000 415.0000
32.2083 266.0000 3183.0000 3085.0000 1783.0000 677.0000 316.0000 271.0000 419.0000
32.2500 265.0000 3185.0000 3081.0000 1778.0000 676.0000 318.0000 278.0000 419.0000
32.2917 265.0000 3187.0000 3068.0000 1777.0000 677.0000 319.0000 287.0000 420.0000
32.3333 264.0000 3195.0000 3067.0000 1772.0000 679.0000 318.0000 284.0000 421.0000
32.3750 264.0000 3188.0000 3066.0000 1767.0000 680.0000 317.0000 295.0000 423.0000
32.4167 264.0000 3168.0000 3085.0000 1753.0000 681.0000 319.0000 305.0000 425.0000
32.4583 262.0000 3168.0000 3083.0000 1749.0000 685.0000 323.0000 304.0000 426.0000
32.5000 262.0000 3163.0000 3077.0000 1747.0000 691.0000 323.0000 309.0000 428.0000
32.5417 262.0000 3153.0000 3083.0000 1748.0000 691.0000 318.0000 313.0000 432.0000
32.5833 262.0000 3150.0000 3078.0000 1752.0000 700.0000 320.0000 305.0000 433.0000
32.6250 262.0000 3135.0000 3092.0000 1749.0000 695.0000 319.0000 315.0000 433.0000
32.6667 262.0000 3153.0000 3083.0000 1749.0000 697.0000 314.0000 304.0000 438.0000
32.7083 262.0000 3159.0000 3098.0000 1747.0000 700.0000 314.0000 280.0000 440.0000
32.7500 262.0000 3171.0000 3089.0000 1745.0000 696.0000 314.0000 280.0000 443.0000
32.7917 262.0000 3176.0000 3093.0000 1747.0000 694.0000 316.0000 268.0000 444.0000
32.8333 261.0000 3166.0000 3097.0000 1739.0000 697.0000 316.0000 278.0000 446.0000
32.8750 261.0000 3160.0000 3104.0000 1743.0000 694.0000 314.0000 275.0000 449.0000
32.9167 261.0000 3160.0000 3109.0000 1738.0000 693.0000 310.0000 278.0000 451.0000
32.9583 261.0000 3167.0000 3113.0000 1735.0000 694.0000 308.0000 269.0000 453.0000
33.0000 261.0000 3169.0000 3110.0000 1728.0000 695.0000 313.0000 271.0000 453.0000
33.0417 261.0000 3168.0000 3120.0000 1728.0000 701.0000 312.0000 254.0000 456.0000
33.0833 261.0000 3164.0000 3112.0000 1731.0000 697.0000 313.0000 264.0000 458.0000
33.1250 261.0000 3154.0000 3112.0000 1739.0000 694.0000 313.0000 266.0000 461.0000
33.1667 261.0000 3145.0000 3106.0000 1735.0000 700.0000 313.0000 276.0000 464.0000
33.2083 261.0000 3145.0000 3100.0000 1745.0000 695.0000 317.0000 273.0000 464.0000
33.2500 261.0000 3149.0000 3096.0000 1739.0000 698.0000 310.0000 278.0000 469.0000
33.2917 261.0000 3148.0000 3091.0000 1742.0000 694.0000 309.0000 285.0000 470.0000
33.3333 261.0000 3151.0000 3084.0000 1733.0000 697.0000 310.0000 293.0000 471.0000
33.3750 261.0000 3142.0000 3096.0000 1728.0000 698.0000 310.0000 293.0000 472.0000
33.4167 261.0000 3130.0000 3090.0000 1727.0000 699.0000 309.0000 312.0000 472.0000
33.4583 258.0000 3126.0000 3089.0000 1727.0000 700.0000 310.0000 316.0000 474.0000
33.5000 258.0000 3128.0000 3088.0000 1723.0000 701.0000 314.0000 314.0000 474.0000
33.5417 258.0000 3120.0000 3094.0000 1724.0000 697.0000 317.0000 315.0000 475.0000
33.5833 258.0000 3116.0000 3093.0000 1722.0000 699.0000 318.0000 318.0000 476.0000
33.6250 257.0000 3116.0000 3088.0000 1719.0000 699.0000 318.0000 325.0000 478.0000
33.6667 257.0000 3124.0000 3090.0000 1721.0000 699.0000 321.0000 310.0000 478.0000
33.7083 257.0000 3132.0000 3091.0000 1722.0000 704.0000 322.0000 294.0000 478.0000
33.7500 257.0000 3155.0000 3074.0000 1729.0000 711.0000 317.0000 275.0000 482.0000
33.7917 257.0000 3171.0000 3071.0000 1735.0000 707.0000 319.0000 256.0000 484.0000
33.8333 257.0000 3175.0000 3067.0000 1735.0000 710.0000 320.0000 252.0000 484.0000
33.8750 256.0000 3173.0000 3062.0000 1739.0000 709.0000 318.0000 256.0000 487.0000
33.9167 256.0000 3177.0000 3055.0000 1735.0000 717.0000 317.0000 255.0000 488.0000
33.9583 256.0000 3181.0000 3067.0000 1726.0000 718.0000 316.0000 246.0000 490.0000
34.0000 256.0000 3175.0000 3067.0000 1719.0000 719.0000 316.0000 257.0000 491.0000
34.0417 256.0000 3180.0000 3065.0000 1712.0000 723.0000 317.0000 256.0000 491.0000
34.0833 256.0000 3178.0000 3056.0000 1713.0000 724.0000 319.0000 261.0000 493.0000
34.1250 256.0000 3178.0000 3059.0000 1707.0000 729.0000 319.0000 257.0000 495.0000
34.1667 256.0000 3171.0000 3066.0000 1703.0000 729.0000 321.0000 258.0000 496.0000
34.2083 256.0000 3169.0000 3066.0000 1699.0000 739.0000 323.0000 252.0000 496.0000
34.2500 256.0000 3155.0000 3069.0000 1701.0000 744.0000 322.0000 257.0000 496.0000
34.2917 255.0000 3156.0000 3058.0000 1698.0000 740.0000 322.0000 273.0000 498.0000
34.3333 255.0000 3160.0000 3056.0000 1701.0000 738.0000 324.0000 266.0000 500.0000
34.3750 255.0000 3163.0000 3050.0000 1701.0000 735.0000 322.0000 272.0000 502.0000
34.4167 255.0000 3159.0000 3056.0000 1703.0000 735.0000 321.0000 269.0000 502.0000
34.4583 255.0000 3152.0000 3063.0000 1701.0000 739.0000 318.0000 267.0000 505.0000
34.5000 254.0000 3122.0000 3080.0000 1704.0000 739.0000 318.0000 278.0000 505.0000
34.5417 254.0000 3109.0000 3094.0000 1700.0000 741.0000 317.0000 277.0000 508.0000
34.5833 254.0000 3097.0000 3100.0000 1703.0000 735.0000 321.0000 281.0000 509.0000
34.6250 254.0000 3087.0000 3099.0000 1699.0000 733.0000 323.0000 296.0000 509.0000
34.6667 254.0000 3089.0000 3116.0000 1695.0000 736.0000 320.0000 277.0000 513.0000
34.7083 254.0000 3093.0000 3110.0000 1692.0000 735.0000 321.0000 278.0000 517.0000
34.7500 254.0000 3105.0000 3117.0000 1692.0000 737.0000 322.0000 256.0000 517.0000
34.7917 253.0000 3101.0000 3121.0000 1686.0000 743.0000 322.0000 254.0000 520.0000
34.8333 253.0000 3097.0000 3127.0000 1680.0000 746.0000 321.0000 252.0000 524.0000
34.8750 253.0000 3097.0000 3115.0000 1687.0000 743.0000 325.0000 255.0000 525.0000
34.9167 253.0000 3087.0000 3112.0000 1680.0000 750.0000 329.0000 264.0000 525.0000
34.9583 253.0000 3093.0000 3105.0000 1679.0000 756.0000 326.0000 262.0000 526.0000
35.0000 253.0000 3108.0000 3098.0000 1680.0000 757.0000 324.0000 251.0000 529.0000
35.0417 253.0000 3103.0000 3100.0000 1677.0000 757.0000 322.0000 257.0000 531.0000
35.0833 253.0000 3111.0000 3091.0000 1677.0000 760.0000 318.0000 257.0000 533.0000
35.1250 253.0000 3103.0000 3090.0000 1674.0000 761.0000 319.0000 267.0000 533.0000
35.1667 253.0000 3096.0000 3095.0000 1680.0000 754.0000 326.0000 262.0000 534.0000
35.2083 253.0000 3089.0000 3099.0000 1680.0000 758.0000 327.0000 259.0000 535.0000
35.2500 253.0000 3074.0000 3102.0000 1675.0000 764.0000 322.0000 271.0000 539.0000
35.2917 253.0000 3082.0000 3092.0000 1672.0000 764.0000 325.0000 272.0000 540.0000
35.3333 253.0000 3086.0000 3086.0000 1674.0000 759.0000 326.0000 274.0000 542.0000
35.3750 253.0000 3075.0000 3078.0000 1685.0000 757.0000 326.0000 281.0000 545.0000
35.4167 252.0000 3062.0000 3083.0000 1680.0000 762.0000 323.0000 290.0000 548.0000
35.4583 251.0000 3054.0000 3086.0000 1669.0000 766.0000 326.0000 300.0000 548.0000
35.5000 251.0000 3046.0000 3087.0000 1677.0000 758.0000 330.0000 302.0000 549.0000
35.5417 251.0000 3039.0000 3091.0000 1675.0000 756.0000 330.0000 307.0000 551.0000
35.5833 251.0000 3051.0000 3086.0000 1674.0000 759.0000 325.0000 301.0000 553.0000
35.6250 251.0000 3044.0000 3080.0000 1671.0000 765.0000 319.0000 312.0000 558.0000
35.6667 251.0000 3045.0000 3093.0000 1670.0000 765.0000 321.0000 297.0000 558.0000
35.7083 251.0000 3043.0000 3107.0000 1671.0000 763.0000 317.0000 289.0000 559.0000
35.7500 251.0000 3061.0000 3104.0000 1679.0000 756.0000 318.0000 271.0000 560.0000
35.7917 251.0000 3081.0000 3111.0000 1678.0000 753.0000 320.0000 244.0000 562.0000
35.8333 251.0000 3066.0000 3112.0000 1679.0000 757.0000 320.0000 250.0000 565.0000
35.8750 251.0000 3066.0000 3095.0000 1684.0000 758.0000 325.0000 256.0000 565.0000
35.9167 251.0000 3067.0000 3095.0000 1683.0000 758.0000 323.0000 255.0000 568.0000
35.9583 251.0000 3067.0000 3088.0000 1687.0000 762.0000 322.0000 253.0000 570.0000
36.0000 251.0000 3059.0000 3092.0000 1686.0000 764.0000 318.0000 256.0000 574.0000
