Time    S       E       I_NS    I_Sy    I_Sev   I_Crit  R       D      
48.1250 228.0000 2928.0000 2946.0000 1480.0000 696.0000 355.0000 310.0000 1057.0000
48.1667 228.0000 2921.0000 2934.0000 1487.0000 694.0000 360.0000 318.0000 1058.0000
48.2083 228.0000 2919.0000 2930.0000 1495.0000 691.0000 362.0000 316.0000 1059.0000
48.2500 228.0000 2922.0000 2912.0000 1496.0000 698.0000 354.0000 328.0000 1062.0000
48.2917 228.0000 2927.0000 2902.0000 1501.0000 701.0000 354.0000 322.0000 1065.0000
48.3333 228.0000 2929.0000 2893.0000 1497.0000 702.0000 351.0000 334.0000 1066.0000
48.3750 228.0000 2926.0000 2892.0000 1491.0000 710.0000 345.0000 339.0000 1069.0000
48.4167 228.0000 2930.0000 2872.0000 1499.0000 714.0000 343.0000 345.0000 1069.0000
48.4583 228.0000 2918.0000 2879.0000 1484.0000 714.0000 343.0000 362.0000 1072.0000
48.5000 228.0000 2917.0000 2876.0000 1487.0000 718.0000 342.0000 359.0000 1073.0000
48.5417 228.0000 2905.0000 2892.0000 1484.0000 720.0000 340.0000 355.0000 1076.0000
48.5833 227.0000 2896.0000 2901.0000 1481.0000 725.0000 340.0000 353.0000 1077.0000
48.6250 227.0000 2897.0000 2894.0000 1483.0000 724.0000 339.0000 357.0000 1079.0000
48.6667 227.0000 2908.0000 2888.0000 1483.0000 721.0000 343.0000 351.0000 1079.0000
48.7083 227.0000 2925.0000 2881.0000 1473.0000 726.0000 343.0000 343.0000 1082.0000
48.7500 227.0000 2944.0000 2877.0000 1484.0000 723.0000 344.0000 316.0000 1085.0000
48.7917 227.0000 2938.0000 2883.0000 1481.0000 722.0000 347.0000 316.0000 1086.0000
48.8333 227.0000 2936.0000 2882.0000 1487.0000 723.0000 348.0000 311.0000 1086.0000
48.8750 227.0000 2929.0000 2889.0000 1491.0000 720.0000 348.0000 310.0000 1086.0000
48.9167 227.0000 2927.0000 2897.0000 1487.0000 722.0000 348.0000 304.0000 1088.0000
48.9583 227.0000 2918.0000 2908.0000 1481.0000 716.0000 354.0000 308.0000 1088.0000
49.0000 227.0000 2918.0000 2901.0000 1489.0000 718.0000 352.0000 307.0000 1088.0000
49.0417 227.0000 2913.0000 2894.0000 1489.0000 723.0000 347.0000 317.0000 1090.0000
49.0833 227.0000 2915.0000 2890.0000 1489.0000 729.0000 348.0000 312.0000 1090.0000
49.1250 227.0000 2910.0000 2896.0000 1490.0000 717.0000 356.0000 313.0000 1091.0000
49.1667 227.0000 2902.0000 2896.0000 1490.0000 719.0000 352.0000 320.0000 1094.0000
49.2083 227.0000 2903.0000 2899.0000 1487.0000 717.0000 353.0000 319.0000 1095.0000
49.2500 227.0000 2896.0000 2916.0000 1470.0000 723.0000 355.0000 316.0000 1097.0000
49.2917 227.0000 2891.0000 2912.0000 1470.0000 728.0000 353.0000 322.0000 1097.0000
49.3333 227.0000 2878.0000 2902.0000 1478.0000 731.0000 352.0000 332.0000 1100.0000
49.3750 227.0000 2873.0000 2903.0000 1472.0000 740.0000 347.0000 335.0000 1103.0000
49.4167 227.0000 2869.0000 2894.0000 1474.0000 741.0000 346.0000 345.0000 1104.0000
49.4583 227.0000 2877.0000 2885.0000 1470.0000 742.0000 348.0000 345.0000 1106.0000
49.5000 226.0000 2857.0000 2898.0000 1467.0000 739.0000 349.0000 355.0000 1109.0000
49.5417 226.0000 2857.0000 2894.0000 1471.0000 741.0000 347.0000 354.0000 1110.0000
49.5833 226.0000 2851.0000 2894.0000 1471.0000 748.0000 347.0000 352.0000 1111.0000
49.6250 226.0000 2847.0000 2890.0000 1468.0000 751.0000 342.0000 364.0000 1112.0000
49.6667 226.0000 2857.0000 2886.0000 1468.0000 752.0000 340.0000 357.0000 1114.0000
49.7083 226.0000 2870.0000 2888.0000 1470.0000 751.0000 339.0000 340.0000 1116.0000
49.7500 226.0000 2883.0000 2887.0000 1464.0000 756.0000 338.0000 327.0000 1119.0000
49.7917 226.0000 2892.0000 2889.0000 1461.0000 754.0000 337.0000 322.0000 1119.0000
49.8333 226.0000 2897.0000 2873.0000 1465.0000 751.0000 340.0000 328.0000 1120.0000
49.8750 226.0000 2900.0000 2864.0000 1470.0000 752.0000 338.0000 326.0000 1124.0000
49.9167 226.0000 2906.0000 2863.0000 1475.0000 752.0000 336.0000 317.0000 1125.0000
49.9583 226.0000 2901.0000 2865.0000 1473.0000 748.0000 340.0000 322.0000 1125.0000
50.0000 226.0000 2897.0000 2874.0000 1469.0000 744.0000 336.0000 325.0000 1129.0000
50.0417 226.0000 2900.0000 2885.0000 1462.0000 744.0000 334.0000 319.0000 1130.0000
50.0833 226.0000 2893.0000 2890.0000 1461.0000 746.0000 337.0000 317.0000 1130.0000
50.1250 226.0000 2886.0000 2887.0000 1466.0000 747.0000 332.0000 324.0000 1132.0000
50.1667 226.0000 2883.0000 2889.0000 1467.0000 749.0000 335.0000 319.0000 1132.0000
50.2083 226.0000 2871.0000 2890.0000 1479.0000 748.0000 333.0000 317.0000 1136.0000
50.2500 226.0000 2856.0000 2898.0000 1470.0000 754.0000 331.0000 328.0000 1137.0000
50.2917 226.0000 2851.0000 2904.0000 1465.0000 753.0000 334.0000 330.0000 1137.0000
50.3333 226.0000 2848.0000 2900.0000 1463.0000 744.0000 333.0000 346.0000 1140.0000
50.3750 225.0000 2832.0000 2909.0000 1463.0000 738.0000 331.0000 358.0000 1144.0000
50.4167 224.0000 2834.0000 2917.0000 1458.0000 745.0000 332.0000 346.0000 1144.0000
50.4583 224.0000 2837.0000 2911.0000 1459.0000 744.0000 332.0000 348.0000 1145.0000
50.5000 224.0000 2830.0000 2912.0000 1460.0000 743.0000 331.0000 353.0000 1147.0000
50.5417 224.0000 2836.0000 2907.0000 1455.0000 746.0000 333.0000 351.0000 1148.0000
50.5833 224.0000 2829.0000 2917.0000 1449.0000 748.0000 333.0000 351.0000 1149.0000
50.6250 224.0000 2832.0000 2906.0000 1447.0000 749.0000 331.0000 360.0000 1151.0000
50.6667 224.0000 2833.0000 2900.0000 1444.0000 747.0000 333.0000 368.0000 1151.0000
50.7083 224.0000 2860.0000 2903.0000 1441.0000 745.0000 334.0000 342.0000 1151.0000
50.7500 224.0000 2871.0000 2895.0000 1447.0000 743.0000 336.0000 331.0000 1153.0000
50.7917 224.0000 2880.0000 2900.0000 1452.0000 744.0000 335.0000 311.0000 1154.0000
50.8333 224.0000 2881.0000 2901.0000 1444.0000 747.0000 336.0000 313.0000 1154.0000
50.8750 224.0000 2877.0000 2897.0000 1456.0000 744.0000 338.0000 310.0000 1154.0000
50.9167 224.0000 2867.0000 2889.0000 1468.0000 741.0000 340.0000 314.0000 1157.0000
50.9583 224.0000 2874.0000 2885.0000 1453.0000 744.0000 338.0000 324.0000 1158.0000
51.0000 224.0000 2883.0000 2889.0000 1448.0000 745.0000 342.0000 310.0000 1159.0000
51.0417 224.0000 2886.0000 2889.0000 1447.0000 739.0000 345.0000 311.0000 1159.0000
51.0833 224.0000 2878.0000 2892.0000 1442.0000 742.0000 344.0000 318.0000 1160.0000
51.1250 224.0000 2883.0000 2884.0000 1445.0000 744.0000 344.0000 315.0000 1161.0000
51.1667 224.0000 2877.0000 2890.0000 1446.0000 741.0000 346.0000 313.0000 1163.0000
51.2083 224.0000 2866.0000 2905.0000 1440.0000 746.0000 348.0000 308.0000 1163.0000
51.2500 224.0000 2867.0000 2896.0000 1440.0000 746.0000 348.0000 313.0000 1166.0000
51.2917 224.0000 2856.0000 2906.0000 1433.0000 744.0000 348.0000 322.0000 1167.0000
51.3333 224.0000 2857.0000 2901.0000 1440.0000 741.0000 352.0000 317.0000 1168.0000
51.3750 223.0000 2846.0000 2902.0000 1434.0000 743.0000 350.0000 330.0000 1172.0000
51.4167 223.0000 2840.0000 2900.0000 1438.0000 739.0000 347.0000 338.0000 1175.0000
51.4583 222.0000 2835.0000 2905.0000 1438.0000 734.0000 347.0000 341.0000 1178.0000
51.5000 222.0000 2832.0000 2901.0000 1442.0000 729.0000 350.0000 344.0000 1180.0000
51.5417 221.0000 2829.0000 2910.0000 1440.0000 727.0000 349.0000 343.0000 1181.0000
51.5833 221.0000 2826.0000 2919.0000 1435.0000 719.0000 350.0000 347.0000 1183.0000
51.6250 221.0000 2826.0000 2922.0000 1437.0000 711.0000 356.0000 342.0000 1185.0000
51.6667 221.0000 2817.0000 2938.0000 1432.0000 709.0000 356.0000 341.0000 1186.0000
51.7083 221.0000 2842.0000 2923.0000 1436.0000 713.0000 355.0000 321.0000 1189.0000
51.7500 221.0000 2854.0000 2922.0000 1427.0000 719.0000 354.0000 312.0000 1191.0000
51.7917 221.0000 2862.0000 2918.0000 1430.0000 714.0000 353.0000 309.0000 1193.0000
51.8333 220.0000 2853.0000 2928.0000 1438.0000 715.0000 351.0000 300.0000 1195.0000
51.8750 220.0000 2846.0000 2932.0000 1432.0000 719.0000 351.0000 305.0000 1195.0000
51.9167 220.0000 2845.0000 2934.0000 1432.0000 713.0000 352.0000 305.0000 1199.0000
51.9583 220.0000 2865.0000 2915.0000 1434.0000 715.0000 351.0000 298.0000 1202.0000
52.0000 220.0000 2860.0000 2915.0000 1443.0000 714.0000 353.0000 293.0000 1202.0000
52.0417 220.0000 2854.0000 2912.0000 1436.0000 720.0000 351.0000 304.0000 1203.0000
52.0833 220.0000 2847.0000 2915.0000 1429.0000 720.0000 356.0000 309.0000 1204.0000
52.1250 220.0000 2838.0000 2924.0000 1427.0000 723.0000 356.0000 307.0000 1205.0000
52.1667 220.0000 2829.0000 2928.0000 1432.0000 725.0000 356.0000 303.0000 1207.0000
52.2083 220.0000 2822.0000 2919.0000 1437.0000 724.0000 353.0000 315.0000 1210.0000
52.2500 220.0000 2826.0000 2915.0000 1437.0000 721.0000 349.0000 318.0000 1214.0000
52.2917 220.0000 2832.0000 2904.0000 1430.0000 719.0000 349.0000 330.0000 1216.0000
52.3333 220.0000 2835.0000 2892.0000 1431.0000 723.0000 348.0000 334.0000 1217.0000
52.3750 220.0000 2821.0000 2896.0000 1431.0000 726.0000 341.0000 347.0000 1218.0000
52.4167 220.0000 2826.0000 2902.0000 1419.0000 723.0000 341.0000 350.0000 1219.0000
52.4583 219.0000 2818.0000 2901.0000 1421.0000 725.0000 340.0000 357.0000 1219.0000
52.5000 218.0000 2815.0000 2910.0000 1409.0000 726.0000 339.0000 361.0000 1222.0000
52.5417 218.0000 2828.0000 2901.0000 1404.0000 722.0000 341.0000 364.0000 1222.0000
52.5833 217.0000 2823.0000 2912.0000 1401.0000 723.0000 339.0000 361.0000 1224.0000
52.6250 217.0000 2829.0000 2908.0000 1399.0000 724.0000 335.0000 360.0000 1228.0000
52.6667 217.0000 2848.0000 2896.0000 1402.0000 730.0000 333.0000 342.0000 1232.0000
52.7083 217.0000 2852.0000 2885.0000 1415.0000 729.0000 331.0000 338.0000 1233.0000
52.7500 217.0000 2873.0000 2885.0000 1420.0000 730.0000 331.0000 311.0000 1233.0000
52.7917 217.0000 2856.0000 2893.0000 1418.0000 732.0000 329.0000 320.0000 1235.0000
52.8333 217.0000 2857.0000 2904.0000 1411.0000 733.0000 330.0000 313.0000 1235.0000
52.8750 217.0000 2865.0000 2889.0000 1421.0000 725.0000 330.0000 317.0000 1236.0000
52.9167 217.0000 2866.0000 2893.0000 1412.0000 730.0000 332.0000 313.0000 1237.0000
52.9583 217.0000 2860.0000 2897.0000 1407.0000 734.0000 330.0000 317.0000 1238.0000
53.0000 217.0000 2868.0000 2898.0000 1400.0000 737.0000 332.0000 310.0000 1238.0000
53.0417 217.0000 2863.0000 2894.0000 1401.0000 733.0000 333.0000 319.0000 1240.0000
53.0833 217.0000 2861.0000 2894.0000 1399.0000 739.0000 332.0000 318.0000 1240.0000
53.1250 217.0000 2848.0000 2908.0000 1395.0000 737.0000 336.0000 319.0000 1240.0000
53.1667 217.0000 2842.0000 2907.0000 1394.0000 744.0000 335.0000 319.0000 1242.0000
53.2083 217.0000 2841.0000 2893.0000 1394.0000 747.0000 332.0000 331.0000 1245.0000
53.2500 217.0000 2837.0000 2895.0000 1398.0000 748.0000 333.0000 326.0000 1246.0000
53.2917 217.0000 2842.0000 2895.0000 1399.0000 747.0000 332.0000 322.0000 1246.0000
53.3333 217.0000 2822.0000 2895.0000 1410.0000 742.0000 327.0000 339.0000 1248.0000
53.3750 217.0000 2816.0000 2897.0000 1403.0000 743.0000 327.0000 349.0000 1248.0000
53.4167 217.0000 2817.0000 2893.0000 1404.0000 752.0000 328.0000 339.0000 1250.0000
53.4583 216.0000 2808.0000 2892.0000 1400.0000 754.0000 329.0000 350.0000 1251.0000
53.5000 216.0000 2798.0000 2898.0000 1400.0000 754.0000 330.0000 352.0000 1252.0000
53.5417 216.0000 2805.0000 2890.0000 1397.0000 752.0000 330.0000 358.0000 1252.0000
53.5833 216.0000 2810.0000 2896.0000 1394.0000 750.0000 335.0000 347.0000 1252.0000
53.6250 215.0000 2800.0000 2903.0000 1396.0000 753.0000 336.0000 344.0000 1253.0000
53.6667 215.0000 2795.0000 2895.0000 1413.0000 752.0000 331.0000 345.0000 1254.0000
53.7083 215.0000 2801.0000 2894.0000 1407.0000 750.0000 327.0000 350.0000 1256.0000
53.7500 215.0000 2823.0000 2888.0000 1414.0000 748.0000 320.0000 330.0000 1262.0000
53.7917 215.0000 2830.0000 2895.0000 1413.0000 747.0000 320.0000 316.0000 1264.0000
53.8333 215.0000 2811.0000 2905.0000 1416.0000 746.0000 321.0000 322.0000 1264.0000
53.8750 215.0000 2800.0000 2916.0000 1411.0000 748.0000 319.0000 323.0000 1268.0000
53.9167 215.0000 2802.0000 2922.0000 1408.0000 748.0000 319.0000 316.0000 1270.0000
53.9583 215.0000 2803.0000 2926.0000 1412.0000 746.0000 318.0000 307.0000 1273.0000
54.0000 215.0000 2793.0000 2919.0000 1409.0000 752.0000 321.0000 317.0000 1274.0000
54.0417 215.0000 2795.0000 2901.0000 1416.0000 749.0000 323.0000 327.0000 1274.0000
54.0833 215.0000 2791.0000 2905.0000 1418.0000 751.0000 322.0000 321.0000 1277.0000
54.1250 215.0000 2788.0000 2907.0000 1418.0000 750.0000 322.0000 321.0000 1279.0000
54.1667 215.0000 2780.0000 2913.0000 1415.0000 753.0000 320.0000 322.0000 1282.0000
54.2083 215.0000 2784.0000 2899.0000 1412.0000 762.0000 320.0000 325.0000 1283.0000
54.2500 215.0000 2775.0000 2904.0000 1412.0000 758.0000 321.0000 331.0000 1284.0000
54.2917 215.0000 2783.0000 2899.0000 1415.0000 757.0000 321.0000 323.0000 1287.0000
54.3333 215.0000 2780.0000 2894.0000 1421.0000 751.0000 322.0000 329.0000 1288.0000
54.3750 215.0000 2764.0000 2891.0000 1413.0000 755.0000 323.0000 351.0000 1288.0000
54.4167 215.0000 2752.0000 2889.0000 1416.0000 751.0000 326.0000 361.0000 1290.0000
54.4583 215.0000 2738.0000 2904.0000 1417.0000 746.0000 329.0000 358.0000 1293.0000
54.5000 214.0000 2731.0000 2901.0000 1416.0000 745.0000 332.0000 368.0000 1293.0000
54.5417 214.0000 2740.0000 2898.0000 1418.0000 749.0000 334.0000 354.0000 1293.0000
54.5833 214.0000 2725.0000 2899.0000 1415.0000 748.0000 334.0000 370.0000 1295.0000
54.6250 214.0000 2720.0000 2892.0000 1425.0000 743.0000 336.0000 375.0000 1295.0000
54.6667 214.0000 2728.0000 2890.0000 1428.0000 745.0000 334.0000 364.0000 1297.0000
54.7083 214.0000 2731.0000 2893.0000 1423.0000 753.0000 333.0000 355.0000 1298.0000
54.7500 214.0000 2750.0000 2886.0000 1421.0000 758.0000 330.0000 341.0000 1300.0000
54.7917 214.0000 2772.0000 2879.0000 1422.0000 762.0000 326.0000 323.0000 1302.0000
54.8333 214.0000 2772.0000 2858.0000 1427.0000 764.0000 326.0000 336.0000 1303.0000
54.8750 214.0000 2775.0000 2863.0000 1416.0000 761.0000 329.0000 337.0000 1305.0000
54.9167 214.0000 2788.0000 2856.0000 1427.0000 764.0000 324.0000 319.0000 1308.0000
54.9583 214.0000 2775.0000 2865.0000 1424.0000 771.0000 324.0000 318.0000 1309.0000
55.0000 214.0000 2773.0000 2864.0000 1428.0000 766.0000 325.0000 318.0000 1312.0000
55.0417 214.0000 2769.0000 2861.0000 1428.0000 778.0000 323.0000 315.0000 1312.0000
55.0833 214.0000 2768.0000 2864.0000 1420.0000 779.0000 322.0000 319.0000 1314.0000
55.1250 214.0000 2762.0000 2858.0000 1429.0000 776.0000 325.0000 321.0000 1315.0000
55.1667 214.0000 2752.0000 2873.0000 1423.0000 777.0000 322.0000 321.0000 1318.0000
55.2083 214.0000 2745.0000 2870.0000 1420.0000 772.0000 325.0000 334.0000 1320.0000
55.2500 214.0000 2748.0000 2870.0000 1417.0000 778.0000 323.0000 328.0000 1322.0000
55.2917 214.0000 2738.0000 2867.0000 1426.0000 772.0000 325.0000 335.0000 1323.0000
55.3333 214.0000 2740.0000 2864.0000 1428.0000 766.0000 330.0000 334.0000 1324.0000
55.3750 214.0000 2731.0000 2864.0000 1432.0000 769.0000 326.0000 337.0000 1327.0000
55.4167 214.0000 2721.0000 2863.0000 1432.0000 771.0000 327.0000 345.0000 1327.0000
55.4583 214.0000 2724.0000 2850.0000 1426.0000 778.0000 327.0000 352.0000 1329.0000
55.5000 214.0000 2710.0000 2848.0000 1427.0000 772.0000 330.0000 369.0000 1330.0000
55.5417 214.0000 2722.0000 2830.0000 1431.0000 771.0000 330.0000 370.0000 1332.0000
55.5833 214.0000 2726.0000 2822.0000 1436.0000 768.0000 334.0000 367.0000 1333.0000
55.6250 214.0000 2720.0000 2808.0000 1437.0000 767.0000 331.0000 388.0000 1335.0000
55.6667 214.0000 2728.0000 2811.0000 1436.0000 769.0000 330.0000 377.0000 1335.0000
55.7083 214.0000 2745.0000 2808.0000 1440.0000 771.0000 332.0000 355.0000 1335.0000
55.7500 214.0000 2755.0000 2814.0000 1428.0000 778.0000 328.0000 345.0000 1338.0000
55.7917 214.0000 2761.0000 2809.0000 1432.0000 779.0000 327.0000 338.0000 1340.0000
55.8333 214.0000 2772.0000 2794.0000 1437.0000 782.0000 328.0000 332.0000 1341.0000
55.8750 214.0000 2776.0000 2796.0000 1435.0000 783.0000 329.0000 325.0000 1342.0000
55.9167 214.0000 2785.0000 2792.0000 1432.0000 785.0000 330.0000 320.0000 1342.0000
55.9583 214.0000 2787.0000 2792.0000 1434.0000 781.0000 332.0000 313.0000 1347.0000
56.0000 214.0000 2787.0000 2794.0000 1421.0000 778.0000 336.0000 323.0000 1347.0000
56.0417 214.0000 2789.0000 2787.0000 1419.0000 782.0000 333.0000 328.0000 1348.0000
56.0833 214.0000 2791.0000 2785.0000 1413.0000 785.0000 338.0000 326.0000 1348.0000
56.1250 214.0000 2795.0000 2783.0000 1412.0000 785.0000 337.0000 323.0000 1351.0000
56.1667 214.0000 2794.0000 2784.0000 1409.0000 781.0000 339.0000 327.0000 1352.0000
56.2083 214.0000 2795.0000 2792.0000 1393.0000 783.0000 338.0000 331.0000 1354.0000
56.2500 214.0000 2783.0000 2792.0000 1387.0000 784.0000 337.0000 347.0000 1356.0000
56.2917 214.0000 2791.0000 2795.0000 1383.0000 782.0000 341.0000 337.0000 1357.0000
56.3333 214.0000 2785.0000 2792.0000 1381.0000 784.0000 338.0000 346.0000 1360.0000
56.3750 214.0000 2778.0000 2789.0000 1393.0000 778.0000 338.0000 349.0000 1361.0000
56.4167 214.0000 2770.0000 2789.0000 1394.0000 777.0000 337.0000 358.0000 1361.0000
56.4583 214.0000 2765.0000 2790.0000 1390.0000 780.0000 340.0000 359.0000 1362.0000
56.5000 214.0000 2764.0000 2790.0000 1386.0000 782.0000 340.0000 361.0000 1363.0000
56.5417 214.0000 2762.0000 2796.0000 1383.0000 783.0000 341.0000 357.0000 1364.0000
56.5833 214.0000 2762.0000 2795.0000 1378.0000 785.0000 336.0000 359.0000 1371.0000
56.6250 214.0000 2757.0000 2785.0000 1380.0000 788.0000 336.0000 369.0000 1371.0000
56.6667 214.0000 2765.0000 2788.0000 1384.0000 782.0000 335.0000 360.0000 1372.0000
56.7083 214.0000 2771.0000 2794.0000 1379.0000 782.0000 334.0000 350.0000 1376.0000
56.7500 214.0000 2794.0000 2790.0000 1375.0000 782.0000 334.0000 332.0000 1379.0000
56.7917 214.0000 2804.0000 2785.0000 1372.0000 780.0000 336.0000 330.0000 1379.0000
56.8333 214.0000 2817.0000 2774.0000 1383.0000 773.0000 335.0000 320.0000 1384.0000
56.8750 214.0000 2811.0000 2772.0000 1381.0000 778.0000 333.0000 327.0000 1384.0000
56.9167 214.0000 2807.0000 2782.0000 1380.0000 780.0000 333.0000 317.0000 1387.0000
56.9583 214.0000 2796.0000 2783.0000 1382.0000 784.0000 334.0000 318.0000 1389.0000
57.0000 214.0000 2797.0000 2780.0000 1374.0000 789.0000 333.0000 323.0000 1390.0000
57.0417 214.0000 2794.0000 2770.0000 1382.0000 788.0000 334.0000 325.0000 1393.0000
57.0833 214.0000 2781.0000 2783.0000 1379.0000 788.0000 334.0000 328.0000 1393.0000
57.1250 214.0000 2782.0000 2780.0000 1379.0000 787.0000 337.0000 327.0000 1394.0000
57.1667 214.0000 2776.0000 2780.0000 1381.0000 784.0000 339.0000 331.0000 1395.0000
57.2083 214.0000 2787.0000 2767.0000 1388.0000 784.0000 341.0000 324.0000 1395.0000
57.2500 214.0000 2786.0000 2761.0000 1394.0000 782.0000 338.0000 328.0000 1397.0000
57.2917 214.0000 2785.0000 2765.0000 1393.0000 784.0000 336.0000 324.0000 1399.0000
57.3333 214.0000 2774.0000 2767.0000 1390.0000 781.0000 340.0000 334.0000 1400.0000
57.3750 214.0000 2770.0000 2756.0000 1397.0000 776.0000 343.0000 343.0000 1401.0000
57.4167 214.0000 2759.0000 2757.0000 1391.0000 778.0000 347.0000 353.0000 1401.0000
57.4583 214.0000 2752.0000 2761.0000 1391.0000 778.0000 347.0000 355.0000 1402.0000
57.5000 214.0000 2742.0000 2750.0000 1394.0000 779.0000 347.0000 371.0000 1403.0000
57.5417 214.0000 2745.0000 2750.0000 1392.0000 778.0000 347.0000 369.0000 1405.0000
57.5833 214.0000 2741.0000 2759.0000 1394.0000 772.0000 349.0000 365.0000 1406.0000
57.6250 214.0000 2735.0000 2767.0000 1394.0000 772.0000 350.0000 360.0000 1408.0000
57.6667 214.0000 2745.0000 2766.0000 1393.0000 776.0000 347.0000 350.0000 1409.0000
57.7083 214.0000 2751.0000 2763.0000 1396.0000 773.0000 348.0000 346.0000 1409.0000
57.7500 214.0000 2769.0000 2760.0000 1397.0000 771.0000 351.0000 328.0000 1410.0000
57.7917 214.0000 2771.0000 2761.0000 1402.0000 772.0000 351.0000 317.0000 1412.0000
57.8333 214.0000 2766.0000 2765.0000 1398.0000 769.0000 355.0000 320.0000 1413.0000
57.8750 214.0000 2770.0000 2769.0000 1394.0000 771.0000 354.0000 313.0000 1415.0000
57.9167 214.0000 2766.0000 2768.0000 1393.0000 773.0000 353.0000 316.0000 1417.0000
57.9583 214.0000 2769.0000 2771.0000 1381.0000 778.0000 350.0000 315.0000 1422.0000
58.0000 214.0000 2747.0000 2791.0000 1378.0000 778.0000 349.0000 321.0000 1422.0000
58.0417 214.0000 2750.0000 2788.0000 1370.0000 777.0000 354.0000 323.0000 1424.0000
58.0833 214.0000 2748.0000 2783.0000 1376.0000 775.0000 348.0000 327.0000 1429.0000
58.1250 214.0000 2746.0000 2774.0000 1378.0000 776.0000 350.0000 331.0000 1431.0000
58.1667 214.0000 2749.0000 2776.0000 1378.0000 772.0000 350.0000 328.0000 1433.0000
58.2083 214.0000 2738.0000 2778.0000 1376.0000 771.0000 351.0000 336.0000 1436.0000
58.2500 214.0000 2736.0000 2784.0000 1372.0000 775.0000 351.0000 332.0000 1436.0000
58.2917 214.0000 2731.0000 2776.0000 1369.0000 776.0000 350.0000 346.0000 1438.0000
58.3333 214.0000 2738.0000 2781.0000 1365.0000 779.0000 349.0000 335.0000 1439.0000
58.3750 214.0000 2731.0000 2781.0000 1363.0000 778.0000 350.0000 342.0000 1441.0000
58.4167 214.0000 2727.0000 2783.0000 1366.0000 776.0000 350.0000 342.0000 1442.0000
58.4583 214.0000 2724.0000 2776.0000 1357.0000 774.0000 349.0000 362.0000 1444.0000
58.5000 214.0000 2717.0000 2780.0000 1355.0000 769.0000 352.0000 367.0000 1446.0000
58.5417 214.0000 2727.0000 2788.0000 1353.0000 760.0000 352.0000 360.0000 1446.0000
58.5833 214.0000 2734.0000 2785.0000 1354.0000 756.0000 354.0000 355.0000 1448.0000
58.6250 214.0000 2745.0000 2780.0000 1354.0000 751.0000 354.0000 353.0000 1449.0000
58.6667 214.0000 2742.0000 2795.0000 1353.0000 748.0000 353.0000 343.0000 1452.0000
58.7083 214.0000 2741.0000 2803.0000 1356.0000 743.0000 356.0000 334.0000 1453.0000
58.7500 214.0000 2758.0000 2806.0000 1353.0000 744.0000 350.0000 319.0000 1456.0000
58.7917 214.0000 2764.0000 2809.0000 1355.0000 744.0000 352.0000 305.0000 1457.0000
58.8333 214.0000 2742.0000 2825.0000 1344.0000 751.0000 353.0000 313.0000 1458.0000
58.8750 214.0000 2741.0000 2824.0000 1339.0000 754.0000 354.0000 315.0000 1459.0000
58.9167 214.0000 2749.0000 2818.0000 1332.0000 762.0000 353.0000 312.0000 1460.0000
58.9583 214.0000 2750.0000 2817.0000 1331.0000 765.0000 358.0000 304.0000 1461.0000
59.0000 214.0000 2746.0000 2821.0000 1330.0000 763.0000 359.0000 306.0000 1461.0000
59.0417 214.0000 2737.0000 2824.0000 1326.0000 765.0000 356.0000 316.0000 1462.0000
59.0833 214.0000 2730.0000 2832.0000 1318.0000 767.0000 355.0000 319.0000 1465.0000
59.1250 214.0000 2723.0000 2842.0000 1321.0000 766.0000 358.0000 310.0000 1466.0000
59.1667 214.0000 2714.0000 2844.0000 1315.0000 768.0000 354.0000 321.0000 1470.0000
59.2083 214.0000 2708.0000 2847.0000 1312.0000 768.0000 354.0000 323.0000 1474.0000
59.2500 214.0000 2700.0000 2861.0000 1311.0000 770.0000 352.0000 315.0000 1477.0000
59.2917 214.0000 2682.0000 2865.0000 1306.0000 768.0000 354.0000 333.0000 1478.0000
59.3333 214.0000 2682.0000 2868.0000 1299.0000 772.0000 353.0000 330.0000 1482.0000
59.3750 214.0000 2684.0000 2860.0000 1306.0000 764.0000 354.0000 336.0000 1482.0000
59.4167 214.0000 2669.0000 2857.0000 1308.0000 758.0000 356.0000 352.0000 1486.0000
59.4583 214.0000 2660.0000 2859.0000 1313.0000 756.0000 355.0000 355.0000 1488.0000
59.5000 214.0000 2655.0000 2858.0000 1311.0000 756.0000 356.0000 361.0000 1489.0000
59.5417 214.0000 2659.0000 2858.0000 1313.0000 756.0000 357.0000 353.0000 1490.0000
59.5833 214.0000 2660.0000 2853.0000 1315.0000 759.0000 361.0000 347.0000 1491.0000
59.6250 214.0000 2652.0000 2834.0000 1325.0000 765.0000 358.0000 358.0000 1494.0000
59.6667 214.0000 2663.0000 2819.0000 1330.0000 760.0000 358.0000 360.0000 1496.0000
59.7083 212.0000 2670.0000 2821.0000 1331.0000 755.0000 356.0000 355.0000 1500.0000
59.7500 212.0000 2702.0000 2820.0000 1328.0000 753.0000 357.0000 328.0000 1500.0000
59.7917 211.0000 2723.0000 2812.0000 1321.0000 758.0000 357.0000 316.0000 1502.0000
59.8333 211.0000 2721.0000 2806.0000 1317.0000 760.0000 356.0000 325.0000 1504.0000
59.8750 211.0000 2723.0000 2805.0000 1312.0000 758.0000 359.0000 326.0000 1506.0000
59.9167 210.0000 2732.0000 2798.0000 1305.0000 757.0000 356.0000 333.0000 1509.0000
59.9583 210.0000 2737.0000 2808.0000 1307.0000 755.0000 357.0000 317.0000 1509.0000
